TICKET,FECHA,IDESTADO,IDCIUDAD,IDTIENDA,IDEMPLEADO
00018008,2022-01-03,28,14,3,4
00018009,2022-11-11,22,5,50,20
00018010,2022-01-25,3,3,35,30
00018011,2021-08-31,27,11,9,76
00018012,2020-06-04,14,14,14,13
00018013,2021-02-28,6,7,96,26
00018014,2020-11-13,5,20,48,19
00018015,2022-11-02,8,10,10,34
00018016,2022-05-30,23,18,61,88
00018017,2020-07-30,10,2,10,64
00018018,2020-10-30,19,8,80,70
00018019,2021-10-01,24,20,3,69
00018020,2020-06-07,25,19,62,29
00018021,2021-03-17,26,12,43,35
00018022,2021-08-22,4,8,38,54
00018023,2020-07-30,12,1,70,5
00018024,2021-04-06,16,11,38,89
00018025,2021-08-04,6,2,10,65
00018026,2022-05-30,29,18,89,1
00018027,2020-02-23,4,2,89,6
00018028,2021-01-19,32,16,44,21
00018029,2020-05-30,32,11,27,48
00018030,2022-03-27,25,15,69,73
00018031,2022-02-22,25,1,65,12
00018032,2020-12-21,2,15,89,76
00018033,2021-04-04,16,3,47,84
00018034,2021-12-11,19,5,28,44
00018035,2020-08-18,14,4,84,17
00018036,2021-07-30,1,17,75,16
00018037,2022-12-22,27,20,43,14
00018038,2020-06-21,29,10,32,81
00018039,2021-05-30,24,9,95,30
00018040,2020-09-16,24,10,21,22
00018041,2022-09-23,22,13,69,72
00018042,2021-11-10,28,19,78,52
00018043,2021-06-18,30,15,68,62
00018044,2021-02-06,10,18,63,85
00018045,2022-09-14,7,19,42,97
00018046,2022-05-30,15,6,80,67
00018047,2021-05-30,25,9,82,62
00018048,2022-06-03,24,7,30,54
00018049,2022-09-16,18,13,27,76
00018050,2022-12-07,31,8,30,45
00018051,2020-04-08,16,1,63,51
00018052,2022-02-10,23,15,39,32
00018053,2022-03-02,25,8,16,54
00018054,2020-10-30,22,8,23,40
00018055,2020-05-30,26,15,85,4
00018056,2021-11-12,1,3,72,23
00018057,2021-05-30,28,8,83,37
00018058,2021-09-12,14,8,14,15
00018059,2022-06-01,22,7,93,38
00018060,2022-10-30,2,4,65,52
00018061,2022-07-30,23,4,77,21
00018062,2020-05-30,13,18,32,79
00018063,2020-02-14,30,8,49,46
00018064,2020-04-27,20,3,88,18
00018065,2021-09-02,25,6,12,46
00018066,2020-04-24,32,12,81,44
00018067,2021-09-09,31,6,43,58
00018068,2020-12-25,1,14,39,67
00018069,2021-02-13,32,9,78,58
00018070,2022-06-20,8,7,58,67
00018071,2021-06-09,32,2,19,83
00018072,2022-05-30,10,6,82,14
00018073,2021-03-14,25,16,25,57
00018074,2020-08-01,1,8,76,29
00018075,2020-09-10,19,1,60,37
00018076,2022-03-02,27,20,41,8
00018077,2021-03-10,13,6,21,5
00018078,2022-07-30,16,9,6,49
00018079,2020-06-27,8,5,13,69
00018080,2020-11-28,24,19,11,20
00018081,2022-11-12,9,1,84,23
00018082,2021-09-30,30,20,20,37
00018083,2021-07-30,26,11,86,29
00018084,2020-10-30,32,4,57,17
00018085,2020-03-12,28,3,45,12
00018086,2021-02-10,12,17,98,38
00018087,2020-09-04,25,5,51,85
00018088,2021-09-03,7,5,15,18
00018089,2020-12-04,9,6,69,13
00018090,2022-09-30,11,9,77,43
00018091,2022-01-07,20,9,35,41
00018092,2020-08-17,28,1,12,13
00018093,2022-08-08,23,3,87,89
00018094,2020-03-25,3,1,30,21
00018095,2020-04-13,18,9,78,64
00018096,2020-06-01,18,19,91,84
00018097,2022-06-27,21,15,35,67
00018098,2020-11-12,2,7,70,86
00018099,2021-07-30,9,17,95,61
00018100,2021-01-27,16,3,22,75
00018101,2021-02-01,21,8,31,46
00018102,2020-11-24,14,14,79,98
00018103,2022-07-30,25,9,63,7
00018104,2022-12-25,25,16,95,90
00018105,2020-07-30,24,11,78,64
00018106,2022-07-30,13,2,51,63
00018107,2022-10-30,11,9,46,70
00018108,2022-10-30,14,6,93,100
00018109,2022-04-23,11,16,78,95
00018110,2022-11-02,6,11,61,56
00018111,2022-04-22,29,2,50,78
00018112,2022-03-13,1,19,48,72
00018113,2022-05-30,5,2,87,71
00018114,2020-03-13,3,13,51,70
00018115,2022-05-30,18,16,67,57
00018116,2021-08-06,18,2,24,19
00018117,2022-07-30,27,14,58,77
00018118,2020-11-19,26,5,41,28
00018119,2021-09-09,24,7,83,20
00018120,2020-01-07,10,12,29,85
00018121,2020-11-27,31,9,49,15
00018122,2022-02-12,29,19,80,98
00018123,2021-08-23,6,18,18,63
00018124,2021-04-09,30,13,13,4
00018125,2020-07-30,25,17,36,57
00018126,2021-01-18,30,1,44,40
00018127,2022-06-25,27,3,83,49
00018128,2021-02-25,8,18,67,38
00018129,2021-06-29,21,11,25,70
00018130,2021-12-29,23,16,18,70
00018131,2021-01-24,7,15,40,85
00018132,2020-09-28,6,4,85,100
00018133,2022-03-26,14,15,42,42
00018134,2021-12-23,27,18,52,71
00018135,2022-12-13,7,6,37,67
00018136,2021-08-14,3,14,36,22
00018137,2020-10-30,29,9,39,3
00018138,2021-10-30,15,1,37,77
00018139,2020-02-22,8,8,25,98
00018140,2020-04-25,11,2,53,21
00018141,2021-05-30,27,11,1,92
00018142,2020-06-06,14,16,29,15
00018143,2021-04-12,25,20,63,20
00018144,2020-06-16,9,1,6,30
00018145,2021-03-26,32,12,24,14
00018146,2022-12-16,23,6,68,29
00018147,2021-04-18,25,18,23,89
00018148,2022-08-23,8,14,62,69
00018149,2020-04-18,22,14,38,100
00018150,2022-03-20,6,4,70,32
00018151,2021-09-09,20,17,70,98
00018152,2022-02-15,1,12,15,21
00018153,2022-01-21,22,20,7,45
00018154,2021-06-24,11,2,65,96
00018155,2022-09-09,20,1,37,25
00018156,2022-06-24,1,7,95,84
00018157,2022-06-17,11,11,99,10
00018158,2020-08-30,17,16,11,61
00018159,2020-12-15,23,11,17,23
00018160,2022-11-20,16,4,24,31
00018161,2020-10-30,7,14,18,77
00018162,2020-01-21,24,3,13,21
00018163,2020-10-30,15,13,6,63
00018164,2021-09-01,2,3,82,69
00018165,2022-04-25,11,1,50,13
00018166,2021-09-22,4,11,96,64
00018167,2020-01-13,25,12,10,74
00018168,2022-12-24,3,18,23,3
00018169,2022-04-30,21,11,33,80
00018170,2020-12-25,7,2,92,16
00018171,2020-02-02,32,2,51,78
00018172,2020-03-21,30,10,55,71
00018173,2022-02-18,22,2,36,45
00018174,2021-06-21,19,20,2,86
00018175,2020-11-19,4,4,76,93
00018176,2021-03-12,18,8,6,44
00018177,2021-05-30,14,3,11,80
00018178,2020-03-09,18,9,23,52
00018179,2020-10-30,14,6,7,66
00018180,2021-05-30,9,16,92,51
00018181,2020-12-29,25,4,89,76
00018182,2020-02-28,6,18,96,59
00018183,2022-05-30,8,20,58,15
00018184,2020-10-30,22,19,99,24
00018185,2021-08-19,7,8,63,99
00018186,2020-01-10,6,4,18,71
00018187,2020-03-28,27,16,26,2
00018188,2020-10-30,21,11,31,29
00018189,2021-03-20,26,7,47,21
00018190,2021-07-30,4,3,36,55
00018191,2020-06-23,20,12,11,41
00018192,2022-01-22,3,20,36,17
00018193,2022-01-08,26,12,80,76
00018194,2020-11-06,4,3,16,60
00018195,2021-07-30,16,5,20,80
00018196,2021-03-05,11,8,75,33
00018197,2022-08-20,30,6,8,18
00018198,2021-09-16,3,15,86,88
00018199,2022-09-09,27,13,79,83
00018200,2021-02-12,5,12,62,32
00018201,2022-04-23,28,15,26,1
00018202,2022-07-30,23,1,9,41
00018203,2021-02-28,6,16,10,72
00018204,2022-04-24,30,11,58,51
00018205,2020-03-30,15,2,33,100
00018206,2021-10-30,32,11,56,46
00018207,2021-12-06,2,11,49,67
00018208,2022-10-30,23,14,24,50
00018209,2020-09-10,26,13,64,37
00018210,2022-05-30,30,11,67,61
00018211,2020-07-30,20,13,63,27
00018212,2022-02-19,31,6,20,60
00018213,2021-04-29,22,13,38,86
00018214,2020-11-14,3,15,97,33
00018215,2021-09-30,23,10,43,13
00018216,2021-04-19,9,7,58,31
00018217,2021-01-14,4,10,46,21
00018218,2022-04-26,18,8,76,44
00018219,2022-02-09,4,4,81,44
00018220,2022-12-06,5,12,47,13
00018221,2022-07-30,21,2,10,22
00018222,2020-02-17,26,18,87,21
00018223,2022-07-30,15,9,33,76
00018224,2021-12-07,21,1,86,9
00018225,2020-06-23,26,3,100,79
00018226,2020-10-30,16,12,77,22
00018227,2021-10-30,32,19,39,12
00018228,2022-01-18,22,13,66,26
00018229,2022-10-30,3,1,76,17
00018230,2022-01-14,12,17,41,23
00018231,2021-02-21,26,19,46,18
00018232,2022-07-30,23,13,7,5
00018233,2022-02-27,23,5,92,12
00018234,2021-09-17,8,18,93,92
00018235,2021-04-08,1,11,75,50
00018236,2020-03-02,12,16,86,10
00018237,2021-08-03,12,9,93,15
00018238,2022-11-28,12,3,55,90
00018239,2022-11-03,23,6,12,83
00018240,2021-04-13,30,12,31,8
00018241,2021-06-02,22,1,73,48
00018242,2021-05-30,30,19,61,57
00018243,2022-08-31,28,6,72,22
00018244,2020-04-20,17,4,11,2
00018245,2020-12-17,19,9,50,27
00018246,2022-03-19,7,11,20,97
00018247,2020-02-01,24,3,38,57
00018248,2020-07-30,5,17,48,51
00018249,2020-02-10,25,20,8,96
00018250,2022-12-14,4,1,5,19
00018251,2022-02-10,20,14,56,58
00018252,2022-04-17,3,18,11,48
00018253,2022-07-30,22,17,87,3
00018254,2020-09-30,20,16,99,25
00018255,2020-11-12,1,1,2,42
00018256,2022-03-07,25,5,31,38
00018257,2022-06-20,23,16,64,12
00018258,2021-07-30,16,5,20,48
00018259,2022-04-19,9,18,78,70
00018260,2021-04-21,19,20,63,43
00018261,2020-02-10,21,15,70,8
00018262,2022-11-06,32,7,84,41
00018263,2021-09-17,2,4,9,71
00018264,2021-09-29,11,10,61,99
00018265,2020-08-26,15,20,80,66
00018266,2020-08-01,2,9,8,58
00018267,2020-02-28,29,5,1,59
00018268,2020-05-30,14,2,95,58
00018269,2022-09-15,31,11,40,65
00018270,2021-09-30,20,1,40,86
00018271,2021-05-30,29,2,7,40
00018272,2022-05-30,28,15,42,25
00018273,2022-08-22,28,6,55,27
00018274,2020-02-12,29,15,91,77
00018275,2020-09-22,6,8,10,4
00018276,2022-06-06,2,8,53,16
00018277,2022-04-24,2,3,99,87
00018278,2020-10-30,3,17,90,21
00018279,2021-09-17,21,11,91,88
00018280,2020-02-01,31,10,96,51
00018281,2020-03-22,13,19,44,43
00018282,2021-11-26,31,17,55,88
00018283,2021-12-06,29,2,92,64
00018284,2020-08-28,7,15,56,97
00018285,2021-09-10,28,18,11,66
00018286,2022-02-28,26,18,61,10
00018287,2020-09-28,29,7,75,97
00018288,2021-04-03,31,19,99,44
00018289,2022-01-28,25,8,5,59
00018290,2022-03-23,6,1,20,23
00018291,2022-11-17,22,16,54,18
00018292,2022-01-03,29,4,23,56
00018293,2020-08-12,8,17,25,64
00018294,2021-10-30,2,9,45,21
00018295,2020-10-30,5,9,59,19
00018296,2021-03-04,26,19,51,47
00018297,2021-10-30,13,15,28,38
00018298,2020-05-30,31,11,81,16
00018299,2020-02-13,9,10,46,32
00018300,2020-07-30,24,18,59,1
00018301,2021-07-30,9,15,20,65
00018302,2021-10-30,20,20,97,81
00018303,2022-01-12,5,13,38,49
00018304,2021-01-04,32,13,55,62
00018305,2020-10-30,23,18,36,31
00018306,2022-11-02,32,16,88,60
00018307,2022-05-30,23,16,75,87
00018308,2022-05-30,2,4,100,63
00018309,2022-07-30,30,10,73,64
00018310,2021-09-23,22,12,55,84
00018311,2020-07-30,22,6,17,25
00018312,2020-12-01,26,14,45,42
00018313,2020-09-05,5,1,19,67
00018314,2022-01-27,3,9,5,60
00018315,2020-09-26,15,7,7,56
00018316,2021-05-30,10,11,76,46
00018317,2020-01-30,31,14,63,20
00018318,2021-12-16,22,4,8,76
00018319,2022-01-16,12,8,34,50
00018320,2022-09-25,9,4,67,71
00018321,2020-02-15,22,5,8,27
00018322,2022-08-05,23,15,47,80
00018323,2022-10-30,19,2,60,54
00018324,2021-06-23,9,4,45,20
00018325,2022-04-16,7,15,65,78
00018326,2020-07-30,1,13,28,65
00018327,2020-11-29,29,3,82,78
00018328,2021-03-14,6,8,85,61
00018329,2022-04-04,6,17,84,4
00018330,2020-05-30,7,16,52,11
00018331,2020-03-20,14,19,92,65
00018332,2022-02-04,11,15,26,66
00018333,2020-03-27,14,20,35,85
00018334,2020-01-12,17,14,27,3
00018335,2022-05-30,31,17,4,85
00018336,2022-12-02,9,10,5,1
00018337,2020-05-01,21,9,2,49
00018338,2020-02-26,27,19,96,64
00018339,2022-12-03,26,10,32,52
00018340,2020-09-16,11,19,4,85
00018341,2020-12-13,12,3,80,17
00018342,2020-03-15,28,20,91,17
00018343,2021-06-05,3,12,55,23
00018344,2020-11-22,1,19,69,6
00018345,2020-04-12,24,11,90,48
00018346,2022-01-11,21,15,21,28
00018347,2021-08-11,15,20,71,63
00018348,2022-12-14,11,15,30,9
00018349,2021-09-19,3,13,77,81
00018350,2022-10-30,20,9,31,35
00018351,2022-01-08,15,8,99,18
00018352,2021-05-30,31,9,48,36
00018353,2020-11-18,24,17,23,12
00018354,2021-11-28,10,10,87,47
00018355,2021-06-24,21,14,89,53
00018356,2020-06-24,31,19,19,67
00018357,2021-10-01,29,6,5,10
00018358,2020-06-20,16,11,90,76
00018359,2021-07-30,23,2,15,56
00018360,2020-02-18,29,6,53,13
00018361,2021-09-26,5,5,76,75
00018362,2022-02-17,19,4,43,50
00018363,2020-07-30,1,15,29,31
00018364,2020-03-03,24,4,88,7
00018365,2021-04-03,8,13,74,82
00018366,2020-03-07,27,13,85,95
00018367,2022-02-06,7,18,37,41
00018368,2020-05-30,2,17,77,46
00018369,2020-01-10,23,18,59,60
00018370,2022-06-14,27,6,87,87
00018371,2022-08-27,28,10,74,89
00018372,2020-06-03,2,11,80,83
00018373,2020-10-30,32,13,73,25
00018374,2022-07-30,25,20,92,68
00018375,2020-04-30,6,15,65,100
00018376,2021-04-22,2,4,35,99
00018377,2021-01-05,21,16,37,44
00018378,2022-06-30,15,10,88,71
00018379,2020-09-20,24,14,84,47
00018380,2020-09-14,15,13,21,98
00018381,2022-10-30,7,16,20,15
00018382,2022-02-13,14,13,88,20
00018383,2022-04-16,22,11,88,83
00018384,2020-06-21,15,10,33,71
00018385,2022-08-27,11,16,11,57
00018386,2020-07-30,10,14,56,14
00018387,2021-08-14,24,19,40,99
00018388,2020-08-17,19,13,45,46
00018389,2020-09-02,11,2,85,22
00018390,2020-11-18,9,6,42,56
00018391,2021-07-30,19,11,6,28
00018392,2021-08-20,3,10,71,40
00018393,2022-05-30,15,20,35,53
00018394,2022-05-30,32,4,17,38
00018395,2022-10-30,29,2,81,71
00018396,2020-09-08,19,4,23,68
00018397,2020-08-09,11,10,81,2
00018398,2021-08-03,8,1,8,37
00018399,2020-12-30,29,5,98,43
00018400,2021-11-01,20,14,43,93
00018401,2020-12-20,19,15,70,90
00018402,2021-10-30,22,19,72,4
00018403,2022-12-22,26,16,21,18
00018404,2020-05-30,22,1,70,87
00018405,2022-12-20,24,18,76,21
00018406,2022-08-10,17,1,7,89
00018407,2022-04-25,32,11,100,34
00018408,2021-06-12,21,12,63,26
00018409,2022-01-25,22,3,73,79
00018410,2022-07-30,1,2,72,62
00018411,2022-06-10,21,4,73,37
00018412,2021-10-30,17,9,35,42
00018413,2020-06-29,7,16,47,98
00018414,2021-03-13,14,3,68,93
00018415,2022-06-15,9,18,6,95
00018416,2022-03-16,10,20,73,50
00018417,2020-08-09,10,9,40,73
00018418,2020-03-23,18,13,8,17
00018419,2022-11-06,21,18,55,80
00018420,2020-10-30,12,7,48,16
00018421,2020-07-30,6,7,38,67
00018422,2022-09-05,30,14,10,95
00018423,2022-02-15,13,7,56,18
00018424,2022-08-30,2,14,80,98
00018425,2020-10-30,16,2,11,96
00018426,2021-09-08,26,3,23,83
00018427,2022-06-24,8,19,62,22
00018428,2021-09-23,20,13,65,46
00018429,2022-08-23,2,5,95,97
00018430,2020-10-30,11,12,36,27
00018431,2022-04-19,25,5,40,25
00018432,2020-05-01,12,13,62,57
00018433,2022-07-30,30,10,51,2
00018434,2020-04-20,5,10,29,56
00018435,2022-05-01,23,18,37,85
00018436,2022-05-30,28,6,89,82
00018437,2022-12-30,14,1,25,48
00018438,2022-09-26,17,6,42,65
00018439,2020-10-30,9,1,23,89
00018440,2022-12-21,3,2,63,77
00018441,2022-02-17,17,10,4,13
00018442,2022-07-01,27,17,7,51
00018443,2020-05-30,13,7,71,11
00018444,2020-08-26,7,7,1,75
00018445,2021-02-28,13,11,49,32
00018446,2021-02-28,20,3,6,29
00018447,2020-12-20,32,18,26,88
00018448,2020-08-26,11,18,77,29
00018449,2022-08-23,29,19,91,55
00018450,2020-01-09,10,18,19,98
00018451,2022-06-05,11,17,6,13
00018452,2020-04-28,5,20,66,80
00018453,2021-08-25,8,3,71,23
00018454,2021-08-09,17,7,83,46
00018455,2020-05-30,19,12,16,13
00018456,2020-11-23,19,19,52,63
00018457,2020-05-30,15,19,89,76
00018458,2020-02-09,14,12,79,24
00018459,2022-02-21,7,14,69,48
00018460,2021-05-30,30,18,93,57
00018461,2020-08-06,17,1,93,99
00018462,2020-12-28,25,16,15,66
00018463,2020-12-05,3,2,66,46
00018464,2022-12-29,20,14,3,53
00018465,2020-09-29,8,3,50,86
00018466,2022-05-30,20,10,29,15
00018467,2022-07-30,11,10,67,40
00018468,2022-10-30,21,14,69,37
00018469,2020-06-21,22,14,87,3
00018470,2020-08-14,23,4,40,11
00018471,2020-10-30,8,6,80,47
00018472,2020-09-02,23,12,89,49
00018473,2022-09-22,2,2,69,75
00018474,2021-08-25,2,17,67,41
00018475,2022-02-05,15,20,6,75
00018476,2022-01-25,5,15,31,5
00018477,2022-06-14,32,9,80,80
00018478,2022-06-17,1,16,93,91
00018479,2021-01-15,8,15,82,97
00018480,2020-03-11,12,18,15,10
00018481,2021-02-26,24,6,24,6
00018482,2022-08-02,26,2,94,72
00018483,2021-06-16,4,11,86,85
00018484,2022-04-13,2,16,69,17
00018485,2020-12-15,32,5,36,60
00018486,2020-06-05,9,4,14,74
00018487,2020-03-09,15,13,12,32
00018488,2021-11-03,25,17,71,20
00018489,2022-07-30,13,11,94,100
00018490,2022-11-22,8,19,67,84
00018491,2020-01-18,21,11,82,57
00018492,2022-01-20,28,1,10,71
00018493,2020-06-06,11,11,75,25
00018494,2020-06-15,31,7,65,3
00018495,2022-02-07,16,20,65,48
00018496,2022-09-04,3,18,4,88
00018497,2022-04-17,13,11,55,36
00018498,2022-02-03,4,4,49,34
00018499,2020-06-08,1,2,77,88
00018500,2021-12-25,16,8,93,29
00018501,2021-05-30,24,13,93,19
00018502,2022-10-30,16,5,84,72
00018503,2021-12-16,30,17,65,1
00018504,2020-12-23,16,1,45,9
00018505,2021-05-30,11,4,27,62
00018506,2021-08-03,32,11,68,64
00018507,2020-08-25,2,7,50,53
00018508,2021-08-11,10,1,61,48
00018509,2020-02-15,32,8,38,94
00018510,2022-07-30,31,2,82,14
00018511,2021-03-06,30,19,1,28
00018512,2022-12-26,7,3,6,45
00018513,2020-11-24,11,11,40,72
00018514,2022-03-19,3,20,21,31
00018515,2022-07-30,31,9,86,39
00018516,2022-07-30,2,8,41,36
00018517,2020-12-21,11,20,89,69
00018518,2020-04-27,4,18,24,98
00018519,2020-06-12,23,5,57,93
00018520,2021-02-28,2,1,11,79
00018521,2020-03-23,7,1,54,54
00018522,2020-07-30,6,14,73,11
00018523,2020-07-30,3,1,27,93
00018524,2022-02-13,1,9,67,96
00018525,2021-11-09,7,20,69,46
00018526,2021-03-07,9,8,86,21
00018527,2020-07-30,16,7,37,90
00018528,2022-05-30,12,6,53,98
00018529,2022-08-16,32,18,77,13
00018530,2022-04-19,13,10,100,75
00018531,2020-05-30,7,16,16,75
00018532,2021-01-11,10,7,74,82
00018533,2020-04-16,9,17,66,74
00018534,2021-07-30,31,16,66,89
00018535,2022-05-30,27,7,24,66
00018536,2021-11-27,7,2,85,13
00018537,2020-04-26,25,9,66,93
00018538,2020-03-05,8,10,70,24
00018539,2022-11-03,14,13,10,79
00018540,2021-09-30,26,2,50,15
00018541,2020-01-14,7,8,87,19
00018542,2020-09-29,1,18,74,66
00018543,2021-03-23,23,4,46,57
00018544,2020-08-30,8,13,11,56
00018545,2021-05-30,27,17,48,48
00018546,2021-03-08,30,2,53,87
00018547,2021-08-22,2,19,5,3
00018548,2022-01-04,27,17,75,59
00018549,2020-01-25,16,17,96,93
00018550,2021-06-09,3,2,42,9
00018551,2021-09-15,16,13,45,12
00018552,2020-10-30,7,2,5,56
00018553,2022-05-30,13,16,46,8
00018554,2021-09-09,3,13,64,50
00018555,2022-03-12,19,20,70,2
00018556,2021-04-10,2,19,37,65
00018557,2022-09-08,8,1,10,32
00018558,2021-02-09,30,14,6,48
00018559,2020-04-07,31,20,18,95
00018560,2022-01-05,3,18,100,71
00018561,2022-12-09,8,4,73,40
00018562,2022-03-26,29,8,36,9
00018563,2022-08-25,20,1,5,18
00018564,2022-10-30,30,19,17,56
00018565,2022-04-03,18,3,30,86
00018566,2020-05-30,7,19,9,5
00018567,2022-01-09,1,19,11,25
00018568,2022-08-12,5,3,51,2
00018569,2022-02-25,12,20,35,47
00018570,2022-08-29,11,18,9,62
00018571,2020-05-30,29,9,23,36
00018572,2020-04-05,32,18,37,82
00018573,2020-06-17,17,18,40,89
00018574,2021-10-30,15,17,70,88
00018575,2021-10-30,24,17,30,68
00018576,2021-02-24,27,20,66,70
00018577,2021-03-21,12,9,80,40
00018578,2022-06-16,32,5,40,43
00018579,2022-08-25,30,5,97,99
00018580,2022-09-27,30,2,90,33
00018581,2021-07-30,27,3,44,91
00018582,2020-11-10,22,17,23,42
00018583,2020-11-05,29,6,95,75
00018584,2020-12-24,3,13,67,66
00018585,2020-12-01,13,7,79,6
00018586,2021-08-03,28,3,71,84
00018587,2022-09-30,20,1,93,96
00018588,2020-03-25,4,2,12,35
00018589,2022-11-27,4,11,30,36
00018590,2021-02-07,13,3,52,83
00018591,2021-09-04,5,16,23,13
00018592,2020-08-16,15,13,8,48
00018593,2022-12-05,13,4,72,99
00018594,2021-01-04,32,19,26,28
00018595,2021-03-06,18,2,44,30
00018596,2021-03-25,30,10,6,21
00018597,2021-11-11,16,20,26,38
00018598,2022-01-15,9,18,51,34
00018599,2022-06-28,9,5,53,52
00018600,2020-10-30,3,8,49,29
00018601,2022-01-22,10,8,17,47
00018602,2021-04-03,17,13,53,18
00018603,2022-03-21,2,2,26,80
00018604,2021-06-28,30,13,47,51
00018605,2022-11-17,26,7,10,95
00018606,2022-02-11,29,18,57,44
00018607,2021-07-01,27,5,79,6
00018608,2021-05-30,2,6,36,12
00018609,2021-02-22,14,9,70,6
00018610,2021-07-30,11,15,61,93
00018611,2022-11-19,29,16,15,10
00018612,2020-03-21,10,8,44,56
00018613,2020-07-30,24,2,94,50
00018614,2020-10-30,13,11,56,88
00018615,2020-11-22,4,13,93,37
00018616,2021-05-30,28,2,47,44
00018617,2021-07-30,1,5,25,23
00018618,2021-12-24,23,8,67,48
00018619,2022-07-30,23,13,69,66
00018620,2022-08-09,30,19,5,55
00018621,2022-11-22,21,16,70,21
00018622,2021-01-13,30,10,71,100
00018623,2021-02-28,3,8,34,28
00018624,2021-10-30,30,15,90,82
00018625,2022-08-20,19,2,72,24
00018626,2020-12-30,28,12,31,48
00018627,2021-07-30,29,4,92,63
00018628,2021-06-01,9,10,71,92
00018629,2022-06-30,15,9,58,63
00018630,2020-10-30,18,16,89,84
00018631,2021-05-30,2,20,64,83
00018632,2022-03-13,32,15,34,50
00018633,2020-01-01,32,19,23,72
00018634,2022-12-14,23,10,21,91
00018635,2022-11-14,18,6,88,86
00018636,2021-09-01,19,6,10,60
00018637,2022-12-18,9,10,55,9
00018638,2020-10-30,7,1,68,80
00018639,2022-09-11,3,9,9,68
00018640,2022-01-25,17,8,80,47
00018641,2022-09-04,26,15,73,65
00018642,2022-03-15,3,12,21,11
00018643,2022-06-16,11,7,50,42
00018644,2021-08-16,10,7,71,88
00018645,2021-03-11,10,2,12,61
00018646,2021-08-05,15,7,16,61
00018647,2020-07-30,27,9,53,81
00018648,2020-08-12,22,11,99,89
00018649,2020-08-17,17,9,9,87
00018650,2022-03-04,28,14,25,22
00018651,2021-01-22,15,13,19,3
00018652,2020-02-08,27,15,5,8
00018653,2020-01-31,31,18,35,6
00018654,2022-03-10,29,13,90,56
00018655,2021-10-30,3,13,34,4
00018656,2020-02-11,24,14,46,11
00018657,2021-11-15,11,5,51,54
00018658,2020-03-21,29,17,50,7
00018659,2021-04-30,5,8,94,70
00018660,2021-02-13,13,17,21,2
00018661,2020-09-30,21,16,39,79
00018662,2022-03-30,28,6,89,23
00018663,2021-09-01,6,7,10,21
00018664,2020-12-19,3,11,37,39
00018665,2021-06-16,4,9,35,100
00018666,2020-08-07,24,7,35,5
00018667,2022-12-04,25,4,61,83
00018668,2021-10-30,17,20,87,91
00018669,2021-10-30,6,6,11,75
00018670,2021-01-09,18,19,7,98
00018671,2021-11-17,27,18,45,47
00018672,2020-08-26,19,12,47,93
00018673,2021-05-30,14,16,18,15
00018674,2020-07-30,31,5,57,36
00018675,2020-10-30,8,10,43,69
00018676,2021-03-29,29,9,16,42
00018677,2020-09-19,6,3,18,55
00018678,2021-02-03,8,13,41,40
00018679,2022-07-30,11,1,87,30
00018680,2020-09-09,16,9,58,49
00018681,2020-02-27,26,15,12,35
00018682,2022-03-19,4,18,72,8
00018683,2022-08-29,6,7,54,10
00018684,2020-12-30,21,15,22,73
00018685,2021-10-30,20,17,69,11
00018686,2020-03-29,5,18,28,79
00018687,2022-02-04,7,16,73,3
00018688,2020-12-22,19,19,55,31
00018689,2022-04-10,15,3,81,3
00018690,2022-09-17,11,15,51,54
00018691,2022-03-24,10,11,45,5
00018692,2020-03-30,23,11,97,99
00018693,2020-07-30,19,16,99,24
00018694,2021-09-29,3,2,69,61
00018695,2021-01-07,23,13,19,90
00018696,2021-09-15,32,11,48,30
00018697,2021-02-15,24,16,78,32
00018698,2020-06-17,25,16,63,99
00018699,2021-12-14,2,15,51,93
00018700,2021-03-06,16,20,4,75
00018701,2021-10-30,6,10,91,75
00018702,2020-11-24,17,6,62,75
00018703,2021-01-29,10,4,66,60
00018704,2021-01-23,27,14,49,89
00018705,2021-10-30,24,18,82,33
00018706,2021-11-09,18,15,50,40
00018707,2021-01-04,8,20,31,22
00018708,2021-01-14,16,7,81,64
00018709,2020-09-16,22,7,82,97
00018710,2021-12-30,9,5,70,33
00018711,2022-08-03,9,19,39,99
00018712,2022-05-30,21,7,59,42
00018713,2021-10-30,9,6,98,47
00018714,2020-03-12,21,11,97,42
00018715,2021-06-28,14,4,46,80
00018716,2021-09-11,5,20,64,54
00018717,2021-11-23,5,20,49,46
00018718,2021-01-12,1,13,77,32
00018719,2020-04-16,26,10,75,2
00018720,2021-07-30,12,10,95,8
00018721,2020-01-28,5,8,14,18
00018722,2020-05-30,20,16,29,74
00018723,2022-02-05,19,7,54,40
00018724,2020-11-10,12,20,32,2
00018725,2021-10-30,14,2,83,58
00018726,2021-04-23,5,3,38,53
00018727,2020-11-17,28,9,50,17
00018728,2021-02-21,14,11,22,58
00018729,2021-03-05,3,10,18,62
00018730,2020-05-30,19,2,72,80
00018731,2021-02-08,23,15,81,4
00018732,2021-08-24,28,3,2,33
00018733,2020-05-30,31,11,56,56
00018734,2022-07-30,20,6,100,71
00018735,2022-03-04,28,1,94,60
00018736,2021-02-28,12,5,67,14
00018737,2021-07-30,23,7,75,47
00018738,2022-07-30,31,9,82,87
00018739,2022-08-06,31,8,64,55
00018740,2021-12-10,21,4,92,86
00018741,2021-08-05,2,6,59,70
