FOLIO,FECHA,ESTADO,CIUDAD,TIENDA,EMPLEADO
00014334,29/mar/20,9,11,97,16
00014335,23/dic/21,28,18,17,70
00014336,10/feb/21,29,18,21,97
00014337,09/sep/20,19,4,92,63
00014338,30/may/21,25,15,5,15
00014339,14/nov/20,16,18,73,39
00014340,30/dic/21,10,15,99,41
00014341,24/abr/21,28,7,18,47
00014342,30/oct/20,29,8,15,8
00014343,30/jul/20,21,7,14,46
00014344,23/feb/20,32,3,6,63
00014345,02/jun/20,31,19,68,5
00014346,15/ago/21,6,8,10,40
00014347,30/may/20,27,11,86,43
00014348,08/mar/20,12,13,1,13
00014349,21/sep/20,25,3,94,18
00014350,30/oct/22,6,19,39,76
00014351,11/abr/21,28,3,51,66
00014352,25/feb/20,22,2,55,96
00014353,03/ago/22,32,19,43,23
00014354,13/ago/21,11,15,20,12
00014355,19/dic/22,5,14,95,21
00014356,06/ago/21,3,11,9,87
00014357,28/jun/21,4,10,82,88
00014358,20/dic/20,32,5,66,16
00014359,30/oct/21,17,15,26,94
00014360,30/may/20,17,13,7,67
00014361,30/may/21,18,4,62,28
00014362,13/abr/22,24,4,24,17
00014363,30/oct/21,18,4,46,94
00014364,14/ene/20,16,9,51,67
00014365,30/oct/21,16,18,51,9
00014366,30/jul/22,2,1,95,30
00014367,30/oct/20,17,14,60,93
00014368,11/feb/21,2,20,59,30
00014369,01/ago/21,1,16,75,90
00014370,23/sep/20,26,19,48,9
00014371,05/abr/20,14,11,46,21
00014372,05/ene/21,1,13,55,22
00014373,11/abr/20,29,11,50,54
00014374,16/ago/22,26,7,3,71
00014375,30/jul/21,18,9,81,56
00014376,11/nov/22,10,5,41,71
00014377,22/nov/21,18,1,94,60
00014378,13/ene/22,2,1,56,100
00014379,17/sep/22,25,15,38,66
00014380,30/may/22,16,11,1,73
00014381,18/nov/21,2,3,56,85
00014382,30/jul/21,22,20,63,9
00014383,30/may/22,10,17,87,26
00014384,19/ago/21,9,2,33,14
00014385,25/mar/21,17,1,18,100
00014386,26/feb/21,16,2,61,51
00014387,24/nov/20,21,8,6,38
00014388,30/may/22,14,7,44,49
00014389,04/abr/20,17,14,56,81
00014390,30/oct/20,11,15,61,30
00014391,17/feb/21,32,16,53,59
00014392,30/may/22,20,2,36,1
00014393,01/feb/21,22,8,50,35
00014394,28/ago/20,23,12,53,34
00014395,28/jun/20,17,18,38,18
00014396,30/jul/20,20,10,10,88
00014397,16/jun/21,24,1,48,35
00014398,18/feb/22,17,1,53,23
00014399,27/ene/20,7,1,85,32
00014400,31/nov/22,9,7,94,2
00014401,25/jun/21,4,7,32,3
00014402,03/ago/20,9,11,34,69
00014403,30/jul/21,31,10,36,26
00014404,30/oct/22,6,7,95,37
00014405,30/jul/20,30,15,80,52
00014406,22/nov/20,17,18,54,82
00014407,08/abr/22,30,13,87,7
00014408,30/may/20,27,2,87,34
00014409,06/jun/20,30,12,8,88
00014410,13/mar/22,7,2,35,84
00014411,23/ene/22,1,14,4,55
00014412,04/nov/22,10,2,17,12
00014413,30/abr/20,24,15,27,31
00014414,30/jul/22,5,15,96,44
00014415,11/dic/20,8,1,74,47
00014416,07/nov/21,8,18,41,65
00014417,29/nov/21,9,4,19,95
00014418,03/abr/22,8,11,67,100
00014419,16/ene/22,29,2,31,34
00014420,30/oct/21,18,8,66,58
00014421,14/ene/20,5,17,88,98
00014422,13/jun/20,17,14,36,27
00014423,30/may/22,8,1,83,65
00014424,28/ene/20,16,6,41,17
00014425,14/dic/20,19,19,2,21
00014426,12/ene/22,32,15,13,94
00014427,30/may/20,22,1,58,53
00014428,30/oct/22,19,11,20,57
00014429,30/jul/22,28,19,89,49
00014430,10/ago/22,12,7,39,58
00014431,30/may/20,19,10,82,71
00014432,24/sep/21,26,15,89,22
00014433,30/may/22,6,8,38,94
00014434,30/oct/20,25,13,56,82
00014435,30/oct/21,3,7,47,98
00014436,23/dic/21,19,12,96,15
00014437,30/dic/22,3,3,20,39
00014438,07/sep/20,32,13,63,20
00014439,09/dic/21,27,2,52,55
00014440,25/jun/21,16,11,51,54
00014441,30/oct/21,3,3,9,41
00014442,30/jul/22,11,18,79,24
00014443,30/oct/20,25,6,59,62
00014444,04/mar/20,20,12,72,68
00014445,16/mar/20,13,10,25,53
00014446,29/ago/21,18,11,33,17
00014447,30/oct/20,31,13,66,50
00014448,18/jun/20,4,16,82,93
00014449,25/sep/21,21,11,42,7
00014450,19/sep/20,10,8,69,88
00014451,12/abr/21,1,4,5,31
00014452,16/dic/20,4,16,92,58
00014453,11/ene/21,17,18,55,93
00014454,12/dic/22,4,1,87,25
00014455,06/ago/22,5,1,69,51
00014456,11/ene/20,3,2,28,61
00014457,06/nov/22,17,5,37,45
00014458,19/dic/20,19,19,1,61
00014459,13/feb/22,13,4,15,80
00014460,24/ene/21,17,16,65,17
00014461,21/mar/21,14,1,36,76
00014462,24/dic/21,8,3,33,46
00014463,15/dic/20,21,8,89,96
00014464,30/ene/20,18,18,22,2
00014465,30/jul/20,21,3,6,48
00014466,13/dic/21,5,6,37,46
00014467,15/ene/21,26,12,69,21
00014468,30/oct/21,6,6,18,17
00014469,20/abr/22,17,19,93,6
00014470,12/ene/21,11,14,23,54
00014471,30/may/21,15,19,35,1
00014472,30/oct/22,24,5,99,73
00014473,23/jun/20,13,15,70,74
00014474,12/ene/22,13,18,57,76
00014475,16/sep/21,31,16,23,30
00014476,30/oct/20,29,10,26,20
00014477,04/sep/21,19,1,68,13
00014478,17/sep/20,7,11,46,13
00014479,07/ene/21,1,18,85,57
00014480,15/ago/20,20,7,69,36
00014481,03/ene/21,20,6,89,52
00014482,15/ago/22,31,10,4,38
00014483,20/ene/21,22,12,2,75
00014484,23/ago/21,20,15,29,57
00014485,06/feb/21,6,18,30,40
00014486,05/dic/21,17,3,39,89
00014487,27/dic/22,21,7,13,94
00014488,30/oct/21,21,5,69,27
00014489,30/jul/21,6,16,96,20
00014490,30/may/20,20,1,59,91
00014491,30/oct/21,26,5,41,56
00014492,29/abr/22,17,12,80,42
00014493,04/sep/20,28,13,33,88
00014494,18/ene/21,20,1,38,83
00014495,30/oct/22,2,13,78,47
00014496,30/oct/20,11,18,44,78
00014497,30/oct/21,2,14,73,50
00014498,10/sep/20,19,18,8,61
00014499,21/jun/20,9,8,63,33
00014500,31/nov/22,13,18,77,59
00014501,28/dic/20,1,8,21,83
00014502,30/may/21,5,7,87,10
00014503,14/ene/22,30,17,46,13
00014504,21/ene/20,20,16,94,94
00014505,29/abr/20,16,5,93,74
00014506,30/abr/21,14,6,86,41
00014507,02/sep/21,26,13,6,88
00014508,13/nov/21,15,7,61,25
00014509,11/sep/20,18,17,21,55
00014510,30/ene/22,26,6,83,78
00014511,02/feb/21,26,13,44,5
00014512,26/feb/21,3,14,42,52
00014513,30/may/22,32,15,12,74
00014514,23/abr/20,1,5,32,13
00014515,30/jul/21,7,12,15,11
00014516,30/mar/20,4,1,37,75
00014517,30/jul/20,6,11,37,95
00014518,31/ago/20,25,15,87,35
00014519,17/mar/20,7,8,46,46
00014520,30/oct/21,24,16,94,18
00014521,07/mar/20,21,3,64,28
00014522,31/ene/21,31,17,29,17
00014523,25/sep/20,4,12,63,39
00014524,19/feb/22,4,17,49,91
00014525,19/ene/22,7,18,77,72
00014526,17/feb/21,13,1,17,56
00014527,11/feb/21,8,13,11,13
00014528,17/sep/20,23,19,38,51
00014529,24/nov/20,9,3,99,98
00014530,04/abr/21,26,15,65,45
00014531,27/ene/21,27,18,16,25
00014532,28/nov/22,6,16,28,90
00014533,15/ene/21,32,13,15,62
00014534,30/may/20,11,1,94,22
00014535,30/abr/20,25,16,54,64
00014536,15/sep/21,6,5,26,8
00014537,13/jun/21,2,15,37,17
00014538,30/may/21,19,4,25,23
00014539,04/abr/21,12,7,84,82
00014540,30/oct/22,12,18,45,86
00014541,30/sep/21,21,19,37,55
00014542,30/oct/21,10,2,26,37
00014543,15/ene/21,20,15,87,53
00014544,30/may/21,13,3,34,31
00014545,30/oct/22,14,11,79,73
00014546,19/dic/21,6,13,23,11
00014547,05/sep/20,14,18,57,42
00014548,30/jul/21,27,17,56,89
00014549,08/dic/21,4,5,56,86
00014550,30/ago/20,20,9,34,7
00014551,30/jul/22,25,10,25,18
00014552,30/may/22,26,16,2,1
00014553,02/feb/21,14,17,3,30
00014554,11/mar/21,20,15,17,60
00014555,25/ago/21,10,5,77,1
00014556,30/dic/22,8,16,42,68
00014557,12/ene/21,26,5,88,81
00014558,19/mar/20,7,11,11,30
00014559,16/dic/22,4,17,63,92
00014560,30/mar/22,18,17,60,18
00014561,10/mar/21,18,10,87,21
00014562,30/abr/20,31,4,62,2
00014563,26/sep/20,17,9,55,21
00014564,22/abr/20,29,4,51,51
00014565,30/may/21,12,8,74,37
00014566,21/abr/20,11,13,96,87
00014567,07/dic/22,26,8,76,46
00014568,25/abr/20,28,1,25,25
00014569,13/sep/20,6,19,44,21
00014570,15/sep/22,2,6,52,56
00014571,14/ene/22,16,7,51,27
00014572,30/oct/22,13,11,42,17
00014573,10/ene/20,13,16,89,35
00014574,06/sep/22,8,7,39,53
00014575,15/jun/22,6,3,36,41
00014576,30/oct/21,13,4,52,82
00014577,05/abr/20,32,5,34,76
00014578,18/ago/22,12,1,55,52
00014579,30/may/21,15,4,16,100
00014580,30/may/22,5,15,3,39
00014581,30/oct/22,23,15,95,17
00014582,30/jul/22,29,15,22,37
00014583,25/jun/20,30,9,40,70
00014584,01/sep/20,5,12,90,44
00014585,02/ago/22,3,1,19,41
00014586,30/oct/22,13,8,7,91
00014587,13/sep/21,4,20,78,41
00014588,22/jun/20,15,16,60,79
00014589,19/abr/22,3,9,11,93
00014590,20/dic/20,15,1,6,78
00014591,06/jun/22,26,4,26,76
00014592,05/sep/22,23,12,34,55
00014593,03/nov/22,15,2,86,44
00014594,30/dic/22,10,7,42,33
00014595,06/abr/20,19,2,44,97
00014596,18/abr/21,13,3,7,82
00014597,07/mar/20,19,17,1,7
00014598,30/sep/21,23,20,40,92
00014599,13/dic/21,8,10,100,16
00014600,14/dic/20,24,14,5,41
00014601,11/mar/22,22,17,41,75
00014602,30/jul/21,2,13,92,42
00014603,13/mar/20,1,18,89,34
00014604,30/jul/20,6,7,35,100
00014605,16/jun/21,28,8,14,36
00014606,19/ago/22,9,9,91,53
00014607,15/sep/20,20,10,99,35
00014608,22/mar/22,6,2,73,27
00014609,01/nov/20,32,14,5,99
00014610,26/dic/22,14,11,4,1
00014611,24/dic/20,32,4,17,64
00014612,13/nov/21,13,11,54,53
00014613,16/abr/22,20,20,42,93
00014614,14/ago/21,27,12,63,18
00014615,27/ago/20,10,7,11,71
00014616,10/sep/21,21,7,13,6
00014617,12/sep/22,18,10,31,13
00014618,06/feb/20,1,16,50,96
00014619,22/dic/20,15,6,64,82
00014620,18/nov/22,5,20,76,97
00014621,30/dic/21,9,6,6,44
00014622,27/jun/20,20,4,91,15
00014623,12/jun/22,15,20,33,37
00014624,09/dic/20,5,18,4,10
00014625,15/mar/20,16,3,14,17
00014626,09/abr/22,5,3,58,43
00014627,15/dic/20,3,3,23,80
00014628,06/dic/21,27,19,70,69
00014629,02/feb/22,19,11,59,55
00014630,30/nov/20,2,3,31,98
00014631,20/sep/20,1,1,23,69
00014632,22/ene/20,9,18,98,28
00014633,17/mar/22,3,12,2,82
00014634,30/oct/22,21,4,19,18
00014635,04/nov/21,19,9,69,40
00014636,13/sep/20,24,13,43,71
00014637,27/jun/21,6,20,90,85
00014638,19/jun/21,12,7,51,23
00014639,30/may/22,20,16,16,62
00014640,09/abr/21,30,12,53,40
00014641,20/sep/21,1,7,79,36
00014642,04/abr/20,28,3,95,93
00014643,28/feb/20,15,13,52,63
00014644,08/sep/21,24,19,76,21
00014645,31/abr/22,23,8,9,56
00014646,27/ene/21,5,19,29,31
00014647,12/jun/21,16,6,99,8
00014648,22/ene/20,19,17,9,57
00014649,08/ene/20,12,12,76,52
00014650,03/nov/22,8,7,57,74
00014651,30/may/22,14,17,53,98
00014652,30/jul/22,1,8,17,76
00014653,03/abr/21,16,7,87,80
00014654,28/feb/21,20,4,8,44
00014655,30/oct/21,5,9,37,68
00014656,30/may/20,17,2,91,24
00014657,13/mar/21,19,9,100,72
00014658,05/ene/21,14,6,2,72
00014659,30/jul/21,20,13,100,3
00014660,05/ene/22,17,14,22,95
00014661,30/jul/22,22,15,25,37
00014662,30/jul/22,12,17,80,60
00014663,21/mar/20,14,1,5,8
00014664,03/sep/22,8,15,36,24
00014665,07/jun/21,27,20,71,38
00014666,08/jun/20,30,16,35,24
00014667,30/oct/20,21,2,69,40
00014668,26/feb/20,28,14,68,57
00014669,30/may/22,28,5,100,4
00014670,02/sep/22,5,19,65,57
00014671,14/feb/20,18,1,76,52
00014672,30/jul/20,4,15,72,41
00014673,30/jul/22,19,8,78,40
00014674,09/feb/22,17,18,72,97
00014675,08/feb/21,13,3,91,77
00014676,12/jun/20,21,17,34,96
00014677,27/dic/20,31,7,24,10
00014678,09/sep/21,4,7,13,9
00014679,13/feb/22,8,7,27,42
00014680,09/nov/22,25,14,5,59
00014681,26/feb/20,22,4,75,24
00014682,30/oct/21,12,4,58,75
00014683,28/feb/20,27,3,14,82
00014684,29/nov/20,18,20,5,14
00014685,27/abr/20,22,6,24,95
00014686,06/ene/21,9,9,71,57
00014687,03/dic/21,16,10,23,33
00014688,30/may/22,14,3,65,55
00014689,11/ene/20,22,12,78,82
00014690,09/ago/22,5,14,95,71
00014691,30/jul/20,12,15,88,72
00014692,05/abr/20,17,2,100,23
00014693,09/nov/21,28,9,42,95
00014694,29/dic/20,29,17,51,86
00014695,13/nov/22,6,20,4,21
00014696,02/ago/20,11,1,19,2
00014697,11/feb/22,15,1,38,25
00014698,30/may/21,32,7,20,70
00014699,30/may/20,26,7,16,2
00014700,19/ago/21,7,15,93,78
00014701,30/abr/22,27,19,98,100
00014702,30/oct/22,16,20,34,56
00014703,10/feb/22,32,4,16,59
00014704,30/may/22,11,4,88,62
00014705,30/oct/21,17,8,24,100
00014706,02/ago/21,17,3,50,98
00014707,30/may/20,30,4,75,16
00014708,24/feb/20,10,14,73,40
00014709,30/oct/22,10,9,39,47
00014710,15/feb/20,27,4,24,37
00014711,11/feb/20,17,11,36,16
00014712,19/feb/21,14,12,26,39
00014713,25/ago/22,19,3,94,40
00014714,23/feb/20,16,3,59,6
00014715,30/jul/21,27,3,89,53
00014716,30/may/21,23,4,69,42
00014717,01/feb/22,2,5,96,65
00014718,11/abr/21,32,6,96,28
00014719,18/dic/21,32,1,9,43
00014720,30/oct/20,3,19,51,30
00014721,10/ago/20,32,7,35,44
00014722,22/sep/21,23,20,73,63
00014723,20/jun/21,20,6,86,98
00014724,16/sep/20,20,19,44,59
00014725,30/jul/20,13,14,42,74
00014726,13/dic/21,26,3,90,25
00014727,11/feb/21,29,7,52,28
00014728,13/ago/20,9,13,95,1
00014729,30/jul/22,12,17,32,55
00014730,27/ene/20,23,10,56,37
00014731,08/ago/22,16,20,91,39
00014732,05/ago/20,25,19,18,10
00014733,16/ene/20,7,12,11,33
00014734,21/jun/22,5,13,63,54
00014735,30/may/20,22,5,15,78
00014736,28/sep/20,15,16,73,15
00014737,16/dic/21,4,12,92,46
00014738,02/mar/22,9,12,93,93
00014739,30/jul/22,25,5,99,89
00014740,09/abr/21,10,9,80,37
00014741,15/nov/20,19,15,86,76
00014742,30/oct/21,22,2,50,70
00014743,02/nov/20,31,13,64,27
00014744,19/dic/21,23,20,89,6
00014745,15/abr/22,27,9,25,40
00014746,30/jul/20,31,16,87,98
00014747,30/oct/20,24,3,28,85
00014748,28/dic/21,2,12,92,27
00014749,21/ene/20,28,5,29,5
00014750,03/nov/21,1,11,16,41
00014751,11/jun/20,9,1,32,72
00014752,30/abr/20,18,15,32,56
00014753,10/dic/21,10,8,24,37
00014754,05/jun/20,13,9,39,20
00014755,08/mar/22,14,9,54,76
00014756,17/jun/21,24,3,81,34
00014757,02/sep/22,2,2,49,6
00014758,10/mar/20,6,5,58,41
00014759,30/sep/22,21,17,21,94
00014760,30/jul/20,17,8,90,100
00014761,05/jun/21,24,1,51,32
00014762,30/may/21,31,19,81,49
00014763,14/sep/22,13,19,93,68
00014764,24/feb/20,7,18,87,38
00014765,29/nov/22,19,17,7,68
00014766,30/oct/22,31,12,88,6
00014767,27/ago/20,23,12,45,26
00014768,26/jun/22,31,6,89,65
00014769,30/may/21,8,3,57,32
00014770,18/ene/20,16,20,59,89
00014771,08/ago/20,24,12,88,71
00014772,21/feb/20,14,8,32,7
00014773,12/ene/21,11,10,98,66
00014774,30/oct/20,16,4,49,30
00014775,28/ene/22,7,3,87,34
00014776,24/jun/22,5,17,70,31
00014777,30/oct/20,8,9,52,62
00014778,04/nov/21,2,10,96,27
00014779,30/jul/20,13,19,92,25
00014780,24/feb/20,4,11,99,65
00014781,08/ago/22,22,18,32,67
00014782,15/ago/22,6,10,65,27
00014783,13/mar/22,31,12,54,6
00014784,26/sep/22,32,10,64,52
00014785,30/may/20,23,20,71,94
00014786,29/sep/20,13,9,63,47
00014787,31/sep/20,8,16,99,44
00014788,07/nov/21,23,3,96,55
00014789,30/jul/20,15,17,17,96
00014790,30/may/22,26,12,67,80
00014791,30/jul/21,10,4,71,97
00014792,30/jul/21,30,8,31,69
00014793,18/sep/20,14,20,49,15
00014794,20/mar/22,5,16,43,50
00014795,06/jun/21,21,17,23,22
00014796,14/feb/21,2,7,41,69
00014797,30/oct/21,7,16,59,96
00014798,30/oct/21,32,1,54,49
00014799,21/ago/21,20,4,61,52
00014800,15/feb/21,16,15,26,81
00014801,30/oct/20,13,10,47,23
00014802,25/dic/21,19,9,79,15
00014803,10/abr/20,13,1,24,69
00014804,27/abr/22,11,9,66,66
00014805,12/jun/22,6,16,57,37
00014806,14/jun/22,15,9,18,33
00014807,30/may/21,32,6,33,30
00014808,30/jul/20,26,2,47,1
00014809,30/may/21,12,12,62,53
00014810,30/jul/20,10,20,50,15
00014811,30/jul/22,18,5,56,45
00014812,30/jul/21,15,10,1,60
00014813,15/dic/20,29,18,71,3
00014814,30/jul/20,25,18,69,39
00014815,17/mar/22,19,9,30,67
00014816,14/sep/22,10,3,62,8
00014817,21/feb/20,4,10,93,74
00014818,24/jun/22,5,3,71,41
00014819,20/nov/21,19,20,67,75
00014820,18/abr/22,25,12,15,74
00014821,20/mar/21,6,6,22,85
00014822,30/may/20,11,12,95,54
00014823,30/jul/21,13,11,34,4
00014824,20/mar/20,27,13,37,51
00014825,13/jun/21,27,2,27,23
00014826,25/ene/21,15,11,30,79
00014827,03/dic/22,31,11,58,58
00014828,12/jun/20,13,10,3,96
00014829,30/oct/20,31,10,66,68
00014830,31/sep/22,8,12,6,57
00014831,25/nov/22,20,3,96,6
00014832,27/nov/21,23,10,21,53
00014833,23/nov/20,21,5,2,6
00014834,31/ago/20,14,15,8,98
00014835,17/ago/20,16,1,71,31
00014836,10/mar/22,23,11,20,49
00014837,24/jun/22,4,14,81,12
00014838,12/abr/22,14,14,100,32
00014839,30/jul/20,20,16,97,72
00014840,30/may/20,26,8,10,35
00014841,22/jun/21,31,19,29,7
00014842,25/sep/20,3,17,71,17
00014843,25/jun/20,6,14,32,23
00014844,04/ene/21,23,9,33,13
00014845,01/feb/20,8,10,94,72
00014846,30/jul/22,1,14,62,100
00014847,30/jul/20,7,14,90,61
00014848,05/sep/21,31,11,27,49
00014849,03/dic/22,18,18,21,80
00014850,22/dic/22,23,2,27,21
00014851,31/jun/20,8,13,92,28
00014852,02/dic/22,13,7,35,87
00014853,28/ago/20,23,13,6,94
00014854,13/jun/21,19,18,27,43
00014855,29/jun/20,1,15,59,89
00014856,02/nov/21,24,11,77,100
00014857,18/ene/21,32,8,49,41
00014858,30/may/22,28,7,92,74
00014859,28/feb/22,21,1,55,11
00014860,21/sep/20,28,17,92,12
00014861,10/feb/21,22,16,15,53
00014862,21/ene/20,12,10,71,26
00014863,04/jun/22,31,10,74,80
00014864,17/ene/20,6,1,93,65
00014865,05/abr/20,13,8,6,51
00014866,30/oct/21,19,1,3,70
00014867,18/jun/20,31,4,57,68
00014868,11/abr/22,11,6,90,59
00014869,15/sep/21,6,2,64,30
00014870,13/ago/21,18,7,36,86
00014871,30/jul/22,1,2,39,9
00014872,30/may/21,24,4,76,15
00014873,23/mar/21,32,8,89,72
00014874,01/dic/20,19,11,96,51
00014875,22/ene/21,9,10,80,56
00014876,29/sep/21,25,14,20,62
00014877,07/jun/22,28,18,20,60
00014878,07/dic/21,11,18,71,6
00014879,14/ene/22,6,16,14,80
00014880,08/feb/22,19,9,12,1
00014881,30/may/21,30,10,54,68
00014882,20/ago/22,15,13,15,98
00014883,30/oct/20,5,14,61,6
00014884,30/jul/21,4,14,75,40
00014885,30/jul/21,31,13,85,18
00014886,10/abr/21,17,20,72,79
00014887,30/jul/21,12,18,10,26
00014888,07/ago/22,29,12,94,98
00014889,18/ene/22,32,2,19,3
00014890,23/feb/22,15,1,8,29
00014891,11/nov/21,16,18,64,3
00014892,09/ene/20,5,18,64,90
00014893,31/mar/20,17,14,48,3
00014894,02/dic/20,9,11,99,26
00014895,30/oct/21,15,11,54,75
00014896,17/sep/20,16,7,1,83
00014897,04/jun/21,26,3,13,25
00014898,05/abr/21,4,12,61,67
00014899,03/feb/22,25,4,23,14
00014900,10/ago/20,10,7,87,77
00014901,09/sep/22,15,2,52,1
00014902,30/may/21,1,13,42,13
00014903,30/may/20,17,10,39,53
00014904,30/oct/22,14,20,97,23
00014905,04/ene/21,8,7,12,44
00014906,18/sep/21,16,13,2,64
00014907,19/nov/21,29,1,7,50
00014908,02/mar/20,21,20,88,27
00014909,18/abr/22,5,17,33,79
00014910,29/mar/22,21,18,50,27
00014911,23/dic/21,14,20,94,46
00014912,30/oct/22,14,14,33,22
00014913,24/mar/20,14,12,79,83
00014914,09/abr/20,21,5,83,83
00014915,09/dic/21,19,14,100,15
00014916,06/abr/20,19,16,38,77
00014917,30/abr/20,26,11,2,33
00014918,10/abr/21,13,9,45,45
00014919,19/sep/21,5,7,100,52
00014920,30/jul/21,5,15,19,2
00014921,15/ene/20,4,7,48,68
00014922,10/mar/20,32,17,95,14
00014923,03/ene/22,11,3,3,38
00014924,23/nov/21,4,19,73,53
00014925,25/jun/20,10,12,54,80
00014926,28/feb/20,7,7,38,68
00014927,13/sep/22,11,6,64,20
00014928,25/dic/21,7,14,39,87
00014929,12/feb/21,22,14,100,51
00014930,13/ene/21,13,17,89,78
00014931,08/ago/22,22,17,32,65
00014932,22/jun/21,14,1,70,61
00014933,15/abr/22,10,3,15,39
00014934,11/ene/22,20,5,57,35
00014935,02/nov/21,32,8,18,10
00014936,30/oct/20,11,18,70,4
00014937,28/ene/21,12,15,10,90
00014938,12/mar/21,3,6,68,22
00014939,13/dic/21,27,5,21,24
00014940,30/jul/20,10,2,72,88
00014941,30/oct/22,27,11,28,80
00014942,09/dic/22,6,5,3,14
00014943,08/dic/20,12,15,10,37
00014944,30/jul/21,32,16,97,21
00014945,30/oct/20,27,4,71,85
00014946,09/dic/21,8,2,35,4
00014947,27/abr/20,4,12,94,69
00014948,06/nov/20,28,6,57,50
00014949,03/ago/21,3,9,36,22
00014950,04/sep/21,10,10,65,5
00014951,02/feb/21,24,19,20,17
00014952,05/ago/21,30,1,83,20
00014953,15/sep/20,26,2,25,36
00014954,08/abr/20,3,11,96,69
00014955,10/dic/20,16,10,30,15
00014956,28/mar/22,13,16,76,83
00014957,15/dic/20,25,17,52,95
00014958,30/jul/22,21,5,13,61
00014959,05/ago/20,17,4,31,53
00014960,04/ago/22,9,20,56,93
00014961,27/mar/22,17,15,52,13
00014962,09/mar/22,32,5,58,50
00014963,03/ago/22,9,2,65,24
00014964,26/feb/22,7,12,31,90
00014965,03/abr/21,29,6,51,73
00014966,17/nov/20,21,12,43,63
00014967,13/ago/20,4,3,39,92
00014968,24/jun/22,15,7,6,7
00014969,30/oct/22,29,5,95,7
00014970,30/oct/20,14,8,30,55
00014971,23/dic/20,6,18,74,31
00014972,08/sep/20,18,9,40,68
00014973,30/mar/21,32,2,53,8
00014974,03/ago/22,11,6,61,80
00014975,28/ago/22,5,11,94,81
00014976,02/mar/20,29,10,92,59
00014977,11/dic/21,3,8,45,29
00014978,05/abr/21,2,14,100,33
00014979,30/jul/21,11,6,94,67
00014980,30/oct/20,1,15,41,5
00014981,24/mar/22,18,6,5,3
00014982,05/feb/21,24,11,72,68
00014983,19/abr/22,6,2,27,43
00014984,30/ene/20,10,12,90,17
00014985,09/sep/21,9,20,52,63
00014986,09/dic/20,29,3,67,16
00014987,30/jul/22,16,3,47,82
00014988,30/oct/21,32,1,82,15
00014989,09/jun/22,28,7,76,80
00014990,06/nov/20,3,12,74,79
00014991,30/jul/21,13,7,57,33
00014992,22/ago/21,1,13,82,17
00014993,30/oct/22,22,3,51,8
00014994,29/jun/20,4,20,23,54
00014995,19/sep/20,1,12,62,16
00014996,17/nov/21,10,20,12,80
00014997,18/dic/22,30,2,39,95
00014998,03/abr/21,7,8,38,83
00014999,26/ene/22,28,19,24,33
00015000,05/dic/21,12,10,7,51
00015001,30/oct/22,14,7,81,98
00015002,09/jun/22,30,16,13,89
00015003,19/sep/21,16,16,90,70
00015004,28/dic/22,22,9,13,70
00015005,20/abr/20,10,18,98,67
00015006,25/dic/22,25,19,38,55
00015007,03/abr/22,17,19,46,85
00015008,19/jun/20,23,10,80,27
00015009,01/dic/22,21,2,52,92
00015010,30/jul/20,21,18,23,30
00015011,04/ene/22,29,5,12,90
00015012,29/nov/21,30,14,19,87
00015013,03/dic/20,31,5,75,100
00015014,30/may/21,21,20,18,53
00015015,10/mar/20,31,16,89,91
00015016,25/abr/20,14,19,100,46
00015017,17/abr/21,2,17,3,6
00015018,30/jul/20,5,19,91,22
00015019,04/jun/21,19,3,15,23
00015020,29/sep/21,26,5,45,13
00015021,30/dic/20,5,9,58,57
00015022,09/mar/20,20,18,32,91
00015023,04/ago/22,20,13,71,18
00015024,29/dic/21,15,5,77,31
00015025,21/sep/21,23,9,10,97
00015026,06/sep/20,15,9,88,84
00015027,23/feb/22,22,12,72,58
00015028,01/ene/21,30,9,37,57
00015029,23/sep/20,11,16,8,30
00015030,31/nov/22,1,20,39,47
00015031,07/nov/21,24,14,37,47
00015032,15/sep/22,31,6,43,24
00015033,22/dic/21,27,3,6,35
00015034,17/mar/22,9,12,79,63
00015035,30/may/20,12,12,39,77
00015036,03/mar/22,11,18,27,29
00015037,20/nov/20,20,17,14,65
00015038,16/ene/22,31,3,2,38
00015039,16/ene/21,10,10,55,84
00015040,29/nov/22,10,20,16,56
00015041,11/abr/20,2,10,44,92
00015042,30/jul/20,19,1,68,63
00015043,30/oct/20,31,17,86,84
00015044,03/nov/21,30,2,56,16
00015045,16/nov/22,15,5,23,26
00015046,21/feb/21,10,10,10,95
00015047,07/nov/21,25,1,78,49
00015048,30/mar/20,25,7,90,40
00015049,30/may/21,11,14,79,46
00015050,22/mar/20,11,11,81,63
00015051,20/dic/21,20,3,64,94
00015052,03/sep/20,8,11,46,30
00015053,23/ago/21,2,2,59,39
00015054,20/dic/22,24,19,77,5
00015055,12/feb/22,4,3,70,52
00015056,25/nov/20,6,17,57,2
00015057,30/jul/21,12,2,71,82
00015058,11/ago/21,32,2,6,28
00015059,30/oct/21,10,20,13,59
00015060,30/oct/20,29,15,62,12
00015061,27/jun/22,18,3,82,34
00015062,04/sep/22,10,12,35,76
00015063,07/nov/21,3,9,71,96
00015064,25/nov/21,25,11,19,5
00015065,07/feb/21,6,1,89,100
00015066,24/dic/22,31,1,37,94
00015067,05/mar/20,14,9,31,51
00015068,30/jul/22,29,18,24,28
00015069,24/dic/21,24,8,13,29
00015070,11/sep/21,17,4,85,10
